Start_Indices,Final_Indices,Final_GC,Final_LC,Hit_Global_Optimum
"(1, 0, 1, 2, 1, 1, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 2, 1, 1, 1)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 2, 1, 1, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 2, 1, 1, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 2, 1, 2, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 2, 1, 2, 1)","(1, 1, 0, 3, 0, 2, 1)",4.330603,2.1429,False
"(1, 0, 1, 2, 1, 2, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 2, 1, 2, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 2, 1, 3, 0)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 1, 2, 1, 3, 1)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 2, 1, 3, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 2, 1, 3, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 2, 2, 0, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 2, 2, 0, 1)","(0, 1, 0, 1, 2, 1, 1)",4.044949,1.8571,False
"(1, 0, 1, 2, 2, 0, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 2, 2, 0, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 2, 2, 1, 0)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 1, 2, 2, 1, 1)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 1, 2, 2, 1, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 2, 2, 1, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 2, 2, 2, 0)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 1, 2, 2, 2, 1)","(0, 1, 0, 1, 2, 1, 1)",4.044949,1.8571,False
"(1, 0, 1, 2, 2, 2, 2)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 1, 2, 2, 2, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 2, 2, 3, 0)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 1, 2, 2, 3, 1)","(0, 1, 0, 1, 2, 1, 1)",4.044949,1.8571,False
"(1, 0, 1, 2, 2, 3, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 2, 2, 3, 3)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 1, 2, 3, 0, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 2, 3, 0, 1)","(1, 3, 3, 3, 0, 2, 1)",4.492103,2.8571,False
"(1, 0, 1, 2, 3, 0, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 2, 3, 0, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 2, 3, 1, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 2, 3, 1, 1)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 2, 3, 1, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 2, 3, 1, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 2, 3, 2, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 2, 3, 2, 1)","(1, 3, 3, 3, 0, 2, 1)",4.492103,2.8571,False
"(1, 0, 1, 2, 3, 2, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 2, 3, 2, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 2, 3, 3, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 2, 3, 3, 1)","(0, 1, 0, 1, 2, 1, 1)",4.044949,1.8571,False
"(1, 0, 1, 2, 3, 3, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 2, 3, 3, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 0, 0, 0)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 0, 0, 1)","(1, 3, 3, 3, 0, 2, 1)",4.492103,2.8571,False
"(1, 0, 1, 3, 0, 0, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 0, 0, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 0, 1, 0)","(2, 1, 0, 2, 0, 1, 1)",4.193882,2.0,False
"(1, 0, 1, 3, 0, 1, 1)","(1, 3, 3, 3, 0, 2, 1)",4.492103,2.8571,False
"(1, 0, 1, 3, 0, 1, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 0, 1, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 3, 0, 2, 0)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 0, 2, 1)","(1, 3, 3, 3, 0, 2, 1)",4.492103,2.8571,False
"(1, 0, 1, 3, 0, 2, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 0, 2, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 3, 0, 3, 0)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 0, 3, 1)","(1, 3, 3, 3, 0, 2, 1)",4.492103,2.8571,False
"(1, 0, 1, 3, 0, 3, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 0, 3, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 1, 0, 0)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 1, 0, 1)","(1, 1, 0, 3, 0, 2, 1)",4.330603,2.1429,False
"(1, 0, 1, 3, 1, 0, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 1, 0, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 3, 1, 1, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 3, 1, 1, 1)","(3, 3, 2, 3, 2, 1, 1)",4.498488,3.1429,False
"(1, 0, 1, 3, 1, 1, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 3, 1, 1, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 1, 2, 0)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 1, 2, 1)","(3, 3, 2, 3, 2, 1, 1)",4.498488,3.1429,False
"(1, 0, 1, 3, 1, 2, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 1, 2, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 1, 3, 0)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 1, 3, 1, 3, 1)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 3, 1, 3, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 1, 3, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 2, 0, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 3, 2, 0, 1)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 1, 3, 2, 0, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 3, 2, 0, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 2, 1, 0)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 2, 1, 1)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 2, 1, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 2, 1, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 2, 2, 0)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 2, 2, 1)","(0, 1, 0, 1, 2, 1, 1)",4.044949,1.8571,False
"(1, 0, 1, 3, 2, 2, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 2, 2, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 2, 3, 0)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 1, 3, 2, 3, 1)","(0, 1, 0, 1, 2, 1, 1)",4.044949,1.8571,False
"(1, 0, 1, 3, 2, 3, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 1, 3, 2, 3, 3)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 1, 3, 3, 0, 0)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 3, 0, 1)","(1, 3, 3, 3, 0, 2, 1)",4.492103,2.8571,False
"(1, 0, 1, 3, 3, 0, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 3, 0, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 3, 1, 0)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 3, 1, 1)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 3, 1, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 3, 1, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 3, 2, 0)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 3, 2, 1)","(1, 3, 3, 3, 0, 2, 1)",4.492103,2.8571,False
"(1, 0, 1, 3, 3, 2, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 3, 2, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 3, 3, 0)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 1, 3, 3, 3, 1)","(0, 1, 0, 1, 2, 1, 1)",4.044949,1.8571,False
"(1, 0, 1, 3, 3, 3, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 1, 3, 3, 3, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 2, 0, 0, 0, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 0, 0, 1)","(1, 1, 0, 3, 0, 2, 1)",4.330603,2.1429,False
"(1, 0, 2, 0, 0, 0, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 0, 0, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 2, 0, 0, 1, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 0, 1, 1)","(1, 1, 0, 3, 0, 2, 1)",4.330603,2.1429,False
"(1, 0, 2, 0, 0, 1, 2)","(2, 1, 0, 2, 0, 1, 1)",4.193882,2.0,False
"(1, 0, 2, 0, 0, 1, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 0, 2, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 0, 2, 1)","(1, 1, 0, 3, 0, 2, 1)",4.330603,2.1429,False
"(1, 0, 2, 0, 0, 2, 2)","(2, 1, 0, 2, 0, 1, 1)",4.193882,2.0,False
"(1, 0, 2, 0, 0, 2, 3)","(1, 1, 0, 3, 0, 2, 1)",4.330603,2.1429,False
"(1, 0, 2, 0, 0, 3, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 0, 3, 1)","(1, 1, 2, 0, 3, 1, 3)",4.302541,2.5714,False
"(1, 0, 2, 0, 0, 3, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 2, 0, 0, 3, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 2, 0, 1, 0, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 1, 0, 1)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 1, 0, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 1, 0, 3)","(1, 1, 2, 0, 3, 1, 3)",4.302541,2.5714,False
"(1, 0, 2, 0, 1, 1, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 1, 1, 1)","(2, 1, 0, 2, 0, 1, 1)",4.193882,2.0,False
"(1, 0, 2, 0, 1, 1, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 1, 1, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 1, 2, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 1, 2, 1)","(1, 1, 0, 3, 0, 2, 1)",4.330603,2.1429,False
"(1, 0, 2, 0, 1, 2, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 1, 2, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 1, 3, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 1, 3, 1)","(1, 1, 2, 0, 3, 1, 3)",4.302541,2.5714,False
"(1, 0, 2, 0, 1, 3, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 1, 3, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 2, 0, 0)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 2, 0, 2, 0, 1)","(3, 2, 2, 1, 2, 3, 1)",4.865144,3.0,False
"(1, 0, 2, 0, 2, 0, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 2, 0, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 2, 1, 0)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 2, 0, 2, 1, 1)","(3, 1, 2, 0, 2, 1, 1)",4.757332,2.4286,False
"(1, 0, 2, 0, 2, 1, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 2, 1, 3)","(1, 1, 2, 0, 3, 1, 3)",4.302541,2.5714,False
"(1, 0, 2, 0, 2, 2, 0)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 2, 0, 2, 2, 1)","(0, 1, 0, 1, 2, 1, 1)",4.044949,1.8571,False
"(1, 0, 2, 0, 2, 2, 2)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 2, 0, 2, 2, 3)","(1, 1, 0, 3, 0, 2, 1)",4.330603,2.1429,False
"(1, 0, 2, 0, 2, 3, 0)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 2, 0, 2, 3, 1)","(3, 2, 2, 1, 2, 3, 1)",4.865144,3.0,False
"(1, 0, 2, 0, 2, 3, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 2, 3, 3)","(0, 1, 0, 1, 2, 1, 1)",4.044949,1.8571,False
"(1, 0, 2, 0, 3, 0, 0)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 2, 0, 3, 0, 1)","(1, 1, 2, 0, 3, 1, 3)",4.302541,2.5714,False
"(1, 0, 2, 0, 3, 0, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 3, 0, 3)","(1, 1, 2, 0, 3, 1, 3)",4.302541,2.5714,False
"(1, 0, 2, 0, 3, 1, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 3, 1, 1)","(3, 1, 2, 0, 2, 1, 1)",4.757332,2.4286,False
"(1, 0, 2, 0, 3, 1, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 3, 1, 3)","(1, 1, 2, 0, 3, 1, 3)",4.302541,2.5714,False
"(1, 0, 2, 0, 3, 2, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 3, 2, 1)","(3, 1, 2, 0, 2, 1, 1)",4.757332,2.4286,False
"(1, 0, 2, 0, 3, 2, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 2, 0, 3, 2, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 0, 3, 3, 0)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 2, 0, 3, 3, 1)","(3, 2, 2, 1, 2, 3, 1)",4.865144,3.0,False
"(1, 0, 2, 0, 3, 3, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 2, 0, 3, 3, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 2, 1, 0, 0, 0)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 2, 1, 0, 0, 1)","(0, 1, 0, 1, 2, 1, 1)",4.044949,1.8571,False
"(1, 0, 2, 1, 0, 0, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 2, 1, 0, 0, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 0, 1, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 0, 1, 1)","(2, 1, 0, 2, 0, 1, 1)",4.193882,2.0,False
"(1, 0, 2, 1, 0, 1, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 0, 1, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 0, 2, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 0, 2, 1)","(1, 1, 0, 3, 0, 2, 1)",4.330603,2.1429,False
"(1, 0, 2, 1, 0, 2, 2)","(2, 1, 0, 2, 0, 1, 1)",4.193882,2.0,False
"(1, 0, 2, 1, 0, 2, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 0, 3, 0)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 2, 1, 0, 3, 1)","(0, 1, 0, 1, 2, 1, 1)",4.044949,1.8571,False
"(1, 0, 2, 1, 0, 3, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 0, 3, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 1, 0, 0)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 2, 1, 1, 0, 1)","(1, 1, 0, 3, 0, 2, 1)",4.330603,2.1429,False
"(1, 0, 2, 1, 1, 0, 2)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 2, 1, 1, 0, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 1, 1, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 1, 1, 1)","(2, 1, 0, 2, 0, 1, 1)",4.193882,2.0,False
"(1, 0, 2, 1, 1, 1, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 1, 1, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 1, 2, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 1, 2, 1)","(3, 3, 2, 3, 2, 1, 1)",4.498488,3.1429,False
"(1, 0, 2, 1, 1, 2, 2)","(2, 1, 0, 2, 0, 1, 1)",4.193882,2.0,False
"(1, 0, 2, 1, 1, 2, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 2, 1, 1, 3, 0)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 2, 1, 1, 3, 1)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 1, 3, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 1, 3, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 2, 0, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 2, 0, 1)","(3, 3, 2, 3, 2, 1, 1)",4.498488,3.1429,False
"(1, 0, 2, 1, 2, 0, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 2, 0, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 2, 1, 0)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 2, 1, 2, 1, 1)","(0, 1, 0, 1, 2, 1, 1)",4.044949,1.8571,False
"(1, 0, 2, 1, 2, 1, 2)","(0, 1, 0, 1, 2, 1, 1)",4.044949,1.8571,False
"(1, 0, 2, 1, 2, 1, 3)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 2, 1, 2, 2, 0)","(0, 1, 0, 1, 2, 1, 1)",4.044949,1.8571,False
"(1, 0, 2, 1, 2, 2, 1)","(0, 1, 0, 1, 2, 1, 1)",4.044949,1.8571,False
"(1, 0, 2, 1, 2, 2, 2)","(0, 1, 0, 1, 2, 1, 1)",4.044949,1.8571,False
"(1, 0, 2, 1, 2, 2, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 2, 1, 2, 3, 0)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 2, 1, 2, 3, 1)","(3, 2, 2, 1, 2, 3, 1)",4.865144,3.0,False
"(1, 0, 2, 1, 2, 3, 2)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 2, 1, 2, 3, 3)","(0, 1, 0, 1, 2, 1, 1)",4.044949,1.8571,False
"(1, 0, 2, 1, 3, 0, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 3, 0, 1)","(1, 1, 2, 0, 3, 1, 3)",4.302541,2.5714,False
"(1, 0, 2, 1, 3, 0, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 3, 0, 3)","(1, 1, 2, 0, 3, 1, 3)",4.302541,2.5714,False
"(1, 0, 2, 1, 3, 1, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 3, 1, 1)","(2, 1, 0, 2, 0, 1, 1)",4.193882,2.0,False
"(1, 0, 2, 1, 3, 1, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 3, 1, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 3, 2, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 3, 2, 1)","(1, 1, 0, 3, 0, 2, 1)",4.330603,2.1429,False
"(1, 0, 2, 1, 3, 2, 2)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 1, 3, 2, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 2, 1, 3, 3, 0)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 2, 1, 3, 3, 1)","(3, 2, 2, 1, 2, 3, 1)",4.865144,3.0,False
"(1, 0, 2, 1, 3, 3, 2)","(2, 1, 2, 1, 2, 1, 0)",4.361037,2.2857,False
"(1, 0, 2, 1, 3, 3, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 2, 0, 0, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 2, 0, 0, 1)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 2, 0, 0, 2)","(2, 1, 0, 2, 0, 1, 1)",4.193882,2.0,False
"(1, 0, 2, 2, 0, 0, 3)","(1, 3, 2, 3, 3, 1, 3)",4.152662,3.2857,False
"(1, 0, 2, 2, 0, 1, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 2, 0, 1, 1)","(2, 1, 0, 2, 0, 1, 1)",4.193882,2.0,False
"(1, 0, 2, 2, 0, 1, 2)","(2, 1, 0, 2, 0, 1, 1)",4.193882,2.0,False
"(1, 0, 2, 2, 0, 1, 3)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
"(1, 0, 2, 2, 0, 2, 0)","(2, 1, 2, 2, 1, 1, 3)",3.997913,2.7143,True
